Identifier,ProductCategory,ProductSubCategory,AnimalSpecies,AnimalSubSpecies,RiskfeedAnimalSubSpecies,AnimalSubSpeciesWeight,AnimalSubSpeciesConsumption,AnimalSubspeciesCompoundFeedIntake,Year,MinAnimalSubSpeciesCompoundFeedIntake,MaxAnimalSubSpeciesCompoundFeedIntake,,,
6.8.1.3.1,Diverse,Potato protein,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.8.1.3.2,Diverse,Potato protein,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.8.1.3.3,Diverse,Potato protein,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.8.1.3.4,Diverse,Potato protein,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.8.1.3.5,Diverse,Potato protein,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.9.1.3.1,Diverse,Protapec,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.9.1.3.2,Diverse,Protapec,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.9.1.3.3,Diverse,Protapec,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.9.1.3.4,Diverse,Protapec,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.9.1.3.5,Diverse,Protapec,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.10.1.3.1,Diverse,Sugar beet,Pigs,Gilt,Zeugen opfok,50,2,1,2016,0,1,,,
6.10.1.3.2,Diverse,Sugar beet,Pigs,Gilt,Zeugen opfok,50,2,0.5,2015,0,1,,,
6.10.1.3.3,Diverse,Sugar beet,Pigs,Gilt,Zeugen opfok,50,2,0.5,2014,0,1,,,
6.10.1.3.4,Diverse,Sugar beet,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,1,,,
6.10.1.3.5,Diverse,Sugar beet,Pigs,Gilt,Zeugen opfok,50,2,0.64,2017,0,1,,,
7.1.1.3.1,AnimalProducts,Weypowder/WPC,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.1.1.3.2,AnimalProducts,Weypowder/WPC,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.1.1.3.3,AnimalProducts,Weypowder/WPC,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.1.1.3.4,AnimalProducts,Weypowder/WPC,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.1.1.3.5,AnimalProducts,Weypowder/WPC,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
7.2.1.3.1,AnimalProducts,Milkpowder/-concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.2.1.3.2,AnimalProducts,Milkpowder/-concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.2.1.3.3,AnimalProducts,Milkpowder/-concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.2.1.3.4,AnimalProducts,Milkpowder/-concentrate,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.2.1.3.5,AnimalProducts,Milkpowder/-concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
7.3.1.3.1,AnimalProducts,Animal proteins,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.3.1.3.2,AnimalProducts,Animal proteins,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.3.1.3.3,AnimalProducts,Animal proteins,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.3.1.3.4,AnimalProducts,Animal proteins,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.3.1.3.5,AnimalProducts,Animal proteins,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
7.4.1.3.1,AnimalProducts,Fish meal,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.4.1.3.2,AnimalProducts,Fish meal,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.4.1.3.3,AnimalProducts,Fish meal,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.4.1.3.4,AnimalProducts,Fish meal,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.4.1.3.5,AnimalProducts,Fish meal,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
7.5.1.3.1,AnimalProducts,Bovine fat,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.5.1.3.2,AnimalProducts,Bovine fat,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.5.1.3.3,AnimalProducts,Bovine fat,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.5.1.3.4,AnimalProducts,Bovine fat,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.5.1.3.5,AnimalProducts,Bovine fat,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
7.6.1.3.1,AnimalProducts,Porcinefat,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.6.1.3.2,AnimalProducts,Porcinefat,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.6.1.3.3,AnimalProducts,Porcinefat,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.6.1.3.4,AnimalProducts,Porcinefat,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.6.1.3.5,AnimalProducts,Porcinefat,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
7.7.1.3.1,AnimalProducts,Other animal fats,Pigs,Gilt,Zeugen opfok,50,2,1.1,2016,1,1.34,,,
7.7.1.3.2,AnimalProducts,Other animal fats,Pigs,Gilt,Zeugen opfok,50,2,1.1,2015,1,1.34,,,
7.7.1.3.3,AnimalProducts,Other animal fats,Pigs,Gilt,Zeugen opfok,50,2,1,2014,1,1.34,,,
7.7.1.3.4,AnimalProducts,Other animal fats,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,1,1.34,,,
7.7.1.3.5,AnimalProducts,Other animal fats,Pigs,Gilt,Zeugen opfok,50,2,1.34,2017,1,1.34,,,
7.8.1.3.1,AnimalProducts,Fish oil,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0.2,,,
7.8.1.3.2,AnimalProducts,Fish oil,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0.2,,,
7.8.1.3.3,AnimalProducts,Fish oil,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0.2,,,
7.8.1.3.4,AnimalProducts,Fish oil,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0.2,,,
7.8.1.3.5,AnimalProducts,Fish oil,Pigs,Gilt,Zeugen opfok,50,2,0.2,2017,0,0.2,,,
7.9.1.3.1,AnimalProducts,Poultry fat,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
7.9.1.3.2,AnimalProducts,Poultry fat,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
7.9.1.3.3,AnimalProducts,Poultry fat,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
7.9.1.3.4,AnimalProducts,Poultry fat,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
7.9.1.3.5,AnimalProducts,Poultry fat,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
8.1.1.3.1,OilsFatsVegetable,Coconut fat,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
8.1.1.3.2,OilsFatsVegetable,Coconut fat,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
8.1.1.3.3,OilsFatsVegetable,Coconut fat,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
8.1.1.3.4,OilsFatsVegetable,Coconut fat,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
8.1.1.3.5,OilsFatsVegetable,Coconut fat,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
8.2.1.3.1,OilsFatsVegetable,Palmoil,Pigs,Gilt,Zeugen opfok,50,2,0.4,2016,0,0.67,,,
8.2.1.3.2,OilsFatsVegetable,Palmoil,Pigs,Gilt,Zeugen opfok,50,2,0.5,2015,0,0.67,,,
8.2.1.3.3,OilsFatsVegetable,Palmoil,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0.67,,,
8.2.1.3.4,OilsFatsVegetable,Palmoil,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0.67,,,
8.2.1.3.5,OilsFatsVegetable,Palmoil,Pigs,Gilt,Zeugen opfok,50,2,0.67,2017,0,0.67,,,
8.3.1.3.1,OilsFatsVegetable,Palmkernel fat,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
8.3.1.3.2,OilsFatsVegetable,Palmkernel fat,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
8.3.1.3.3,OilsFatsVegetable,Palmkernel fat,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
8.3.1.3.4,OilsFatsVegetable,Palmkernel fat,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
8.3.1.3.5,OilsFatsVegetable,Palmkernel fat,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
8.4.1.3.1,OilsFatsVegetable,Rapeseed oil,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
8.4.1.3.2,OilsFatsVegetable,Rapeseed oil,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
8.4.1.3.3,OilsFatsVegetable,Rapeseed oil,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
8.4.1.3.4,OilsFatsVegetable,Rapeseed oil,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
8.4.1.3.5,OilsFatsVegetable,Rapeseed oil,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
8.5.1.3.1,OilsFatsVegetable,Soya bean oil,Pigs,Gilt,Zeugen opfok,50,2,0.8,2016,0.3,0.8,,,
8.5.1.3.2,OilsFatsVegetable,Soya bean oil,Pigs,Gilt,Zeugen opfok,50,2,0.3,2015,0.3,0.8,,,
8.5.1.3.3,OilsFatsVegetable,Soya bean oil,Pigs,Gilt,Zeugen opfok,50,2,0.6,2014,0.3,0.8,,,
8.5.1.3.4,OilsFatsVegetable,Soya bean oil,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.3,0.8,,,
8.5.1.3.5,OilsFatsVegetable,Soya bean oil,Pigs,Gilt,Zeugen opfok,50,2,0.57,2017,0.3,0.8,,,
8.6.1.3.1,OilsFatsVegetable,Sunflower oil,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
8.6.1.3.2,OilsFatsVegetable,Sunflower oil,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
8.6.1.3.3,OilsFatsVegetable,Sunflower oil,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
8.6.1.3.4,OilsFatsVegetable,Sunflower oil,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
8.6.1.3.5,OilsFatsVegetable,Sunflower oil,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
8.7.1.3.1,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0.5,,,
8.7.1.3.2,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Gilt,Zeugen opfok,50,2,0.5,2015,0,0.5,,,
8.7.1.3.3,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0.5,,,
8.7.1.3.4,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0.5,,,
8.7.1.3.5,OilsFatsVegetable,"Miscellaneous plant, incl linseed oil",Pigs,Gilt,Zeugen opfok,50,2,0.2,2017,0,0.5,,,
8.8.1.3.1,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0.5,,,
8.8.1.3.2,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0.5,,,
8.8.1.3.3,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Gilt,Zeugen opfok,50,2,0.5,2014,0,0.5,,,
8.8.1.3.4,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0.5,,,
8.8.1.3.5,OilsFatsVegetable,Mixed fats and fatty acids,Pigs,Gilt,Zeugen opfok,50,2,0.2,2017,0,0.5,,,
9.1.1.3.1,MinorAdditives,Lime/limestone,Pigs,Gilt,Zeugen opfok,50,2,1,2016,0.9,1.07,,,
9.1.1.3.2,MinorAdditives,Lime/limestone,Pigs,Gilt,Zeugen opfok,50,2,0.9,2015,0.9,1.07,,,
9.1.1.3.3,MinorAdditives,Lime/limestone,Pigs,Gilt,Zeugen opfok,50,2,0.9,2014,0.9,1.07,,,
9.1.1.3.4,MinorAdditives,Lime/limestone,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.9,1.07,,,
9.1.1.3.5,MinorAdditives,Lime/limestone,Pigs,Gilt,Zeugen opfok,50,2,1.07,2017,0.9,1.07,,,
9.2.1.3.1,MinorAdditives,Salt,Pigs,Gilt,Zeugen opfok,50,2,0.3,2016,0.28,0.3,,,
9.2.1.3.2,MinorAdditives,Salt,Pigs,Gilt,Zeugen opfok,50,2,0.3,2015,0.28,0.3,,,
9.2.1.3.3,MinorAdditives,Salt,Pigs,Gilt,Zeugen opfok,50,2,0.3,2014,0.28,0.3,,,
9.2.1.3.4,MinorAdditives,Salt,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.28,0.3,,,
9.2.1.3.5,MinorAdditives,Salt,Pigs,Gilt,Zeugen opfok,50,2,0.28,2017,0.28,0.3,,,
9.3.1.3.1,MinorAdditives,Sodium-bicarbonate,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.3.1.3.2,MinorAdditives,Sodium-bicarbonate,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.3.1.3.3,MinorAdditives,Sodium-bicarbonate,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.3.1.3.4,MinorAdditives,Sodium-bicarbonate,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.3.1.3.5,MinorAdditives,Sodium-bicarbonate,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.4.1.3.1,MinorAdditives,Premix,Pigs,Gilt,Zeugen opfok,50,2,0.4,2016,0.4,0.4,,,
9.4.1.3.2,MinorAdditives,Premix,Pigs,Gilt,Zeugen opfok,50,2,0.4,2015,0.4,0.4,,,
9.4.1.3.3,MinorAdditives,Premix,Pigs,Gilt,Zeugen opfok,50,2,0.4,2014,0.4,0.4,,,
9.4.1.3.4,MinorAdditives,Premix,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.4,0.4,,,
9.4.1.3.5,MinorAdditives,Premix,Pigs,Gilt,Zeugen opfok,50,2,0.4,2017,0.4,0.4,,,
9.5.1.3.1,MinorAdditives,Mono-calcium phosphate,Pigs,Gilt,Zeugen opfok,50,2,0.1,2016,0.1,0.2,,,
9.5.1.3.2,MinorAdditives,Mono-calcium phosphate,Pigs,Gilt,Zeugen opfok,50,2,0.2,2015,0.1,0.2,,,
9.5.1.3.3,MinorAdditives,Mono-calcium phosphate,Pigs,Gilt,Zeugen opfok,50,2,0.2,2014,0.1,0.2,,,
9.5.1.3.4,MinorAdditives,Mono-calcium phosphate,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.1,0.2,,,
9.5.1.3.5,MinorAdditives,Mono-calcium phosphate,Pigs,Gilt,Zeugen opfok,50,2,0.1,2017,0.1,0.2,,,
9.6.1.3.1,MinorAdditives,Magnesium oxide,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.6.1.3.2,MinorAdditives,Magnesium oxide,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.6.1.3.3,MinorAdditives,Magnesium oxide,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.6.1.3.4,MinorAdditives,Magnesium oxide,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.6.1.3.5,MinorAdditives,Magnesium oxide,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.7.1.3.1,MinorAdditives,L-Lysine HCl,Pigs,Gilt,Zeugen opfok,50,2,0.3,2016,0.3,0.33,,,
9.7.1.3.2,MinorAdditives,L-Lysine HCl,Pigs,Gilt,Zeugen opfok,50,2,0.3,2015,0.3,0.33,,,
9.7.1.3.3,MinorAdditives,L-Lysine HCl,Pigs,Gilt,Zeugen opfok,50,2,0.3,2014,0.3,0.33,,,
9.7.1.3.4,MinorAdditives,L-Lysine HCl,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.3,0.33,,,
9.7.1.3.5,MinorAdditives,L-Lysine HCl,Pigs,Gilt,Zeugen opfok,50,2,0.33,2017,0.3,0.33,,,
9.8.1.3.1,MinorAdditives,DL-Methionine,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0.04,,,
9.8.1.3.2,MinorAdditives,DL-Methionine,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0.04,,,
9.8.1.3.3,MinorAdditives,DL-Methionine,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0.04,,,
9.8.1.3.4,MinorAdditives,DL-Methionine,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0.04,,,
9.8.1.3.5,MinorAdditives,DL-Methionine,Pigs,Gilt,Zeugen opfok,50,2,0.04,2017,0,0.04,,,
9.9.1.3.1,MinorAdditives,L-Threonine,Pigs,Gilt,Zeugen opfok,50,2,0.1,2016,0.07,0.1,,,
9.9.1.3.2,MinorAdditives,L-Threonine,Pigs,Gilt,Zeugen opfok,50,2,0.1,2015,0.07,0.1,,,
9.9.1.3.3,MinorAdditives,L-Threonine,Pigs,Gilt,Zeugen opfok,50,2,0.1,2014,0.07,0.1,,,
9.9.1.3.4,MinorAdditives,L-Threonine,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0.07,0.1,,,
9.9.1.3.5,MinorAdditives,L-Threonine,Pigs,Gilt,Zeugen opfok,50,2,0.07,2017,0.07,0.1,,,
9.10.1.3.1,MinorAdditives,L-Tryptofane,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.10.1.3.2,MinorAdditives,L-Tryptofane,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.10.1.3.3,MinorAdditives,L-Tryptofane,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.10.1.3.4,MinorAdditives,L-Tryptofane,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.10.1.3.5,MinorAdditives,L-Tryptofane,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.11.1.3.1,MinorAdditives,L-Valine,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.11.1.3.2,MinorAdditives,L-Valine,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.11.1.3.3,MinorAdditives,L-Valine,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.11.1.3.4,MinorAdditives,L-Valine,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.11.1.3.5,MinorAdditives,L-Valine,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.12.1.3.1,MinorAdditives,Fytase mix,Pigs,Gilt,Zeugen opfok,50,2,0.7,2016,0,0.7,,,
9.12.1.3.2,MinorAdditives,Fytase mix,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0.7,,,
9.12.1.3.3,MinorAdditives,Fytase mix,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0.7,,,
9.12.1.3.4,MinorAdditives,Fytase mix,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0.7,,,
9.12.1.3.5,MinorAdditives,Fytase mix,Pigs,Gilt,Zeugen opfok,50,2,0.65,2017,0,0.7,,,
9.13.1.3.1,MinorAdditives,Organic acid,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.13.1.3.2,MinorAdditives,Organic acid,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.13.1.3.3,MinorAdditives,Organic acid,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.13.1.3.4,MinorAdditives,Organic acid,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.13.1.3.5,MinorAdditives,Organic acid,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.14.1.3.1,MinorAdditives,Enzym,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.14.1.3.2,MinorAdditives,Enzym,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.14.1.3.3,MinorAdditives,Enzym,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.14.1.3.4,MinorAdditives,Enzym,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.14.1.3.5,MinorAdditives,Enzym,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.15.1.3.1,MinorAdditives,L-Arginine,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.15.1.3.2,MinorAdditives,L-Arginine,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.15.1.3.3,MinorAdditives,L-Arginine,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.15.1.3.4,MinorAdditives,L-Arginine,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.15.1.3.5,MinorAdditives,L-Arginine,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.16.1.3.1,MinorAdditives,Urea,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.16.1.3.2,MinorAdditives,Urea,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.16.1.3.3,MinorAdditives,Urea,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.16.1.3.4,MinorAdditives,Urea,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.16.1.3.5,MinorAdditives,Urea,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.17.1.3.1,MinorAdditives,Copper sulphate,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.17.1.3.2,MinorAdditives,Copper sulphate,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.17.1.3.3,MinorAdditives,Copper sulphate,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.17.1.3.4,MinorAdditives,Copper sulphate,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.17.1.3.5,MinorAdditives,Copper sulphate,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
9.18.1.3.1,MinorAdditives,Clay minerals,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
9.18.1.3.2,MinorAdditives,Clay minerals,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
9.18.1.3.3,MinorAdditives,Clay minerals,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
9.18.1.3.4,MinorAdditives,Clay minerals,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
9.18.1.3.5,MinorAdditives,Clay minerals,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
1.1.1.4.1,Grains,Wheat,Pigs,Sow reproduction,Zeugen reproductie,200,6,7,2016,7,12.28,,,
1.1.1.4.2,Grains,Wheat,Pigs,Sow reproduction,Zeugen reproductie,200,6,8.6,2015,7,12.28,,,
1.1.1.4.3,Grains,Wheat,Pigs,Sow reproduction,Zeugen reproductie,200,6,7.7,2014,7,12.28,,,
1.1.1.4.4,Grains,Wheat,Pigs,Sow reproduction,Zeugen reproductie,200,6,NA,2013,7,12.28,,,
1.1.1.4.5,Grains,Wheat,Pigs,Sow reproduction,Zeugen reproductie,200,6,12.28,2017,7,12.28,,,
1.2.1.4.1,Grains,Barley,Pigs,Sow reproduction,Zeugen reproductie,200,6,26,2016,16.58,26,,,
1.2.1.4.2,Grains,Barley,Pigs,Sow reproduction,Zeugen reproductie,200,6,17.5,2015,16.58,26,,,
1.2.1.4.3,Grains,Barley,Pigs,Sow reproduction,Zeugen reproductie,200,6,18.7,2014,16.58,26,,,
1.2.1.4.4,Grains,Barley,Pigs,Sow reproduction,Zeugen reproductie,200,6,NA,2013,16.58,26,,,
1.2.1.4.5,Grains,Barley,Pigs,Sow reproduction,Zeugen reproductie,200,6,16.58,2017,16.58,26,,,
1.3.1.4.1,Grains,Maize,Pigs,Sow reproduction,Zeugen reproductie,200,6,14.7,2016,14.7,21.8,,,
1.3.1.4.2,Grains,Maize,Pigs,Sow reproduction,Zeugen reproductie,200,6,21.8,2015,14.7,21.8,,,
1.3.1.4.3,Grains,Maize,Pigs,Sow reproduction,Zeugen reproductie,200,6,20.8,2014,14.7,21.8,,,
1.3.1.4.4,Grains,Maize,Pigs,Sow reproduction,Zeugen reproductie,200,6,NA,2013,14.7,21.8,,,
1.3.1.4.5,Grains,Maize,Pigs,Sow reproduction,Zeugen reproductie,200,6,18.04,2017,14.7,21.8,,,
1.4.1.4.1,Grains,Triticale,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2016,0,0,,,
1.4.1.4.2,Grains,Triticale,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2015,0,0,,,
1.4.1.4.3,Grains,Triticale,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2014,0,0,,,
1.4.1.4.4,Grains,Triticale,Pigs,Sow reproduction,Zeugen reproductie,200,6,NA,2013,0,0,,,
1.4.1.4.5,Grains,Triticale,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2017,0,0,,,
1.5.1.4.1,Grains,Rye,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2016,0,0,,,
1.5.1.4.2,Grains,Rye,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2015,0,0,,,
1.5.1.4.3,Grains,Rye,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2014,0,0,,,
1.5.1.4.4,Grains,Rye,Pigs,Sow reproduction,Zeugen reproductie,200,6,NA,2013,0,0,,,
1.5.1.4.5,Grains,Rye,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2017,0,0,,,
1.6.1.4.1,Grains,Sorghum,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2016,0,0,,,
1.6.1.4.2,Grains,Sorghum,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2015,0,0,,,
1.6.1.4.3,Grains,Sorghum,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2014,0,0,,,
1.6.1.4.4,Grains,Sorghum,Pigs,Sow reproduction,Zeugen reproductie,200,6,NA,2013,0,0,,,
1.6.1.4.5,Grains,Sorghum,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2017,0,0,,,
1.7.1.4.1,Grains,Oats,Pigs,Sow reproduction,Zeugen reproductie,200,6,0,2016,0,0,,,
