Identifier,ProductCategory,ProductSubCategory,AnimalSpecies,AnimalSubSpecies,RiskfeedAnimalSubSpecies,AnimalSubSpeciesWeight,AnimalSubSpeciesConsumption,AnimalSubspeciesCompoundFeedIntake,Year,MinAnimalSubSpeciesCompoundFeedIntake,MaxAnimalSubSpeciesCompoundFeedIntake,,,
1.5.1.2.3,Grains,Rye,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.3,2014,0,1.5,,,
1.5.1.2.4,Grains,Rye,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2013,0,1.5,,,
1.5.1.2.5,Grains,Rye,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,1.5,,,
1.6.1.2.1,Grains,Sorghum,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
1.6.1.2.2,Grains,Sorghum,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
1.6.1.2.3,Grains,Sorghum,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
1.6.1.2.4,Grains,Sorghum,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
1.6.1.2.5,Grains,Sorghum,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
1.7.1.2.1,Grains,Oats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
1.7.1.2.2,Grains,Oats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
1.7.1.2.3,Grains,Oats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
1.7.1.2.4,Grains,Oats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
1.7.1.2.5,Grains,Oats,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
1.8.1.2.1,Grains,Buckwheat/millet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
1.8.1.2.2,Grains,Buckwheat/millet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
1.8.1.2.3,Grains,Buckwheat/millet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
1.8.1.2.4,Grains,Buckwheat/millet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
1.8.1.2.5,Grains,Buckwheat/millet,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
1.9.1.2.1,Grains,CCM,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,1,,,
1.9.1.2.2,Grains,CCM,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2015,0,1,,,
1.9.1.2.3,Grains,CCM,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,1,,,
1.9.1.2.4,Grains,CCM,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,1,,,
1.9.1.2.5,Grains,CCM,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,1,,,
1.10.1.2.1,Grains,Other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
1.10.1.2.2,Grains,Other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
1.10.1.2.3,Grains,Other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
1.10.1.2.4,Grains,Other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
1.10.1.2.5,Grains,Other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
2.1.1.2.1,GrainByproduct,Wheat products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,6.4,2016,6.4,9.9,,,
2.1.1.2.2,GrainByproduct,Wheat products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,9.4,2015,6.4,9.9,,,
2.1.1.2.3,GrainByproduct,Wheat products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,9.6,2014,6.4,9.9,,,
2.1.1.2.4,GrainByproduct,Wheat products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,9.9,2013,6.4,9.9,,,
2.1.1.2.5,GrainByproduct,Wheat products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.07,2017,6.4,9.9,,,
2.2.1.2.1,GrainByproduct,Maize products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
2.2.1.2.2,GrainByproduct,Maize products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
2.2.1.2.3,GrainByproduct,Maize products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
2.2.1.2.4,GrainByproduct,Maize products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
2.2.1.2.5,GrainByproduct,Maize products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
2.3.1.2.1,GrainByproduct,Rice by-produts,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
2.3.1.2.2,GrainByproduct,Rice by-produts,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
2.3.1.2.3,GrainByproduct,Rice by-produts,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
2.3.1.2.4,GrainByproduct,Rice by-produts,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
2.3.1.2.5,GrainByproduct,Rice by-produts,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
2.4.1.2.1,GrainByproduct,By-products other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
2.4.1.2.2,GrainByproduct,By-products other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
2.4.1.2.3,GrainByproduct,By-products other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
2.4.1.2.4,GrainByproduct,By-products other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
2.4.1.2.5,GrainByproduct,By-products other cereal grains,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
2.5.1.2.1,GrainByproduct,Bakery products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,6.4,2016,5.3,7.2,,,
2.5.1.2.2,GrainByproduct,Bakery products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,5.3,2015,5.3,7.2,,,
2.5.1.2.3,GrainByproduct,Bakery products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,6.7,2014,5.3,7.2,,,
2.5.1.2.4,GrainByproduct,Bakery products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.2,2013,5.3,7.2,,,
2.5.1.2.5,GrainByproduct,Bakery products,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,6.37,2017,5.3,7.2,,,
2.6.1.2.1,GrainByproduct,DDGS,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
2.6.1.2.2,GrainByproduct,DDGS,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
2.6.1.2.3,GrainByproduct,DDGS,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
2.6.1.2.4,GrainByproduct,DDGS,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
2.6.1.2.5,GrainByproduct,DDGS,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.1.1.2.1,OilseedByproduct,Soya expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.4,2016,7.1,8.5,,,
3.1.1.2.2,OilseedByproduct,Soya expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.2,2015,7.1,8.5,,,
3.1.1.2.3,OilseedByproduct,Soya expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.1,2014,7.1,8.5,,,
3.1.1.2.4,OilseedByproduct,Soya expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,8.5,2013,7.1,8.5,,,
3.1.1.2.5,OilseedByproduct,Soya expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.51,2017,7.1,8.5,,,
3.2.1.2.1,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.9,2016,0.9,3.2,,,
3.2.1.2.2,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,3.2,2015,0.9,3.2,,,
3.2.1.2.3,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.8,2014,0.9,3.2,,,
3.2.1.2.4,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.6,2013,0.9,3.2,,,
3.2.1.2.5,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.92,2017,0.9,3.2,,,
3.3.1.2.1,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.3.1.2.2,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.3.1.2.3,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.3.1.2.4,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.3.1.2.5,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.4.1.2.1,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2016,0,1.53,,,
3.4.1.2.2,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2015,0,1.53,,,
3.4.1.2.3,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,1.53,,,
3.4.1.2.4,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2013,0,1.53,,,
3.4.1.2.5,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.53,2017,0,1.53,,,
3.5.1.2.1,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,10.3,2016,6.63,10.3,,,
3.5.1.2.2,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.8,2015,6.63,10.3,,,
3.5.1.2.3,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,9,2014,6.63,10.3,,,
3.5.1.2.4,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,7.1,2013,6.63,10.3,,,
3.5.1.2.5,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Meat pig,Vleesvarken 75-115kg,100,3,6.63,2017,6.63,10.3,,,
3.6.1.2.1,OilseedByproduct,Maize germ meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.6.1.2.2,OilseedByproduct,Maize germ meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.6.1.2.3,OilseedByproduct,Maize germ meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.6.1.2.4,OilseedByproduct,Maize germ meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.6.1.2.5,OilseedByproduct,Maize germ meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.7.1.2.1,OilseedByproduct,Maize gluten feed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.7.1.2.2,OilseedByproduct,Maize gluten feed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.7.1.2.3,OilseedByproduct,Maize gluten feed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.7.1.2.4,OilseedByproduct,Maize gluten feed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.7.1.2.5,OilseedByproduct,Maize gluten feed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.8.1.2.1,OilseedByproduct,Linseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.8.1.2.2,OilseedByproduct,Linseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.8.1.2.3,OilseedByproduct,Linseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.8.1.2.4,OilseedByproduct,Linseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.8.1.2.5,OilseedByproduct,Linseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.9.1.2.1,OilseedByproduct,Groundnut expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.9.1.2.2,OilseedByproduct,Groundnut expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.9.1.2.3,OilseedByproduct,Groundnut expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.9.1.2.4,OilseedByproduct,Groundnut expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.9.1.2.5,OilseedByproduct,Groundnut expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.10.1.2.1,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.10.1.2.2,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.10.1.2.3,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.10.1.2.4,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.10.1.2.5,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.11.1.2.1,OilseedByproduct,Soya hulls,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0.3,,,
3.11.1.2.2,OilseedByproduct,Soya hulls,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.1,2015,0,0.3,,,
3.11.1.2.3,OilseedByproduct,Soya hulls,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0.3,,,
3.11.1.2.4,OilseedByproduct,Soya hulls,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.3,2013,0,0.3,,,
3.11.1.2.5,OilseedByproduct,Soya hulls,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0.3,,,
3.12.1.2.1,OilseedByproduct,Soya concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.12.1.2.2,OilseedByproduct,Soya concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.12.1.2.3,OilseedByproduct,Soya concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.12.1.2.4,OilseedByproduct,Soya concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.12.1.2.5,OilseedByproduct,Soya concentrate,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.13.1.2.1,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.13.1.2.2,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.13.1.2.3,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.13.1.2.4,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.13.1.2.5,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.14.1.2.1,OilseedByproduct,Rumen-protected soya extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.14.1.2.2,OilseedByproduct,Rumen-protected soya extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.14.1.2.3,OilseedByproduct,Rumen-protected soya extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.14.1.2.4,OilseedByproduct,Rumen-protected soya extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.14.1.2.5,OilseedByproduct,Rumen-protected soya extracted,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
3.15.1.2.1,OilseedByproduct,Maize glutenmeal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
3.15.1.2.2,OilseedByproduct,Maize glutenmeal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
3.15.1.2.3,OilseedByproduct,Maize glutenmeal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
3.15.1.2.4,OilseedByproduct,Maize glutenmeal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
3.15.1.2.5,OilseedByproduct,Maize glutenmeal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
4.1.1.2.1,Legumes,Pea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
4.1.1.2.2,Legumes,Pea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
4.1.1.2.3,Legumes,Pea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
4.1.1.2.4,Legumes,Pea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
4.1.1.2.5,Legumes,Pea,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
4.2.1.2.1,Legumes,Lupines,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
4.2.1.2.2,Legumes,Lupines,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
4.2.1.2.3,Legumes,Lupines,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
4.2.1.2.4,Legumes,Lupines,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
4.2.1.2.5,Legumes,Lupines,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
4.3.1.2.1,Legumes,Beans,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
4.3.1.2.2,Legumes,Beans,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
4.3.1.2.3,Legumes,Beans,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
4.3.1.2.4,Legumes,Beans,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
4.3.1.2.5,Legumes,Beans,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
5.1.1.2.1,OilSeeds,Soya bean,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
5.1.1.2.2,OilSeeds,Soya bean,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
5.1.1.2.3,OilSeeds,Soya bean,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
5.1.1.2.4,OilSeeds,Soya bean,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
5.1.1.2.5,OilSeeds,Soya bean,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
5.2.1.2.1,OilSeeds,Rapeseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
5.2.1.2.2,OilSeeds,Rapeseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
5.2.1.2.3,OilSeeds,Rapeseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
5.2.1.2.4,OilSeeds,Rapeseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
5.2.1.2.5,OilSeeds,Rapeseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
5.3.1.2.1,OilSeeds,Linseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
5.3.1.2.2,OilSeeds,Linseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
5.3.1.2.3,OilSeeds,Linseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
5.3.1.2.4,OilSeeds,Linseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
5.3.1.2.5,OilSeeds,Linseed,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
5.4.1.2.1,OilSeeds,Sunflowerseeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
5.4.1.2.2,OilSeeds,Sunflowerseeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
5.4.1.2.3,OilSeeds,Sunflowerseeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
5.4.1.2.4,OilSeeds,Sunflowerseeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
5.4.1.2.5,OilSeeds,Sunflowerseeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
5.5.1.2.1,OilSeeds,Miscellaneous seeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
5.5.1.2.2,OilSeeds,Miscellaneous seeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
5.5.1.2.3,OilSeeds,Miscellaneous seeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
5.5.1.2.4,OilSeeds,Miscellaneous seeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
5.5.1.2.5,OilSeeds,Miscellaneous seeds,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.1.1.2.1,Diverse,Algae,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.1.1.2.2,Diverse,Algae,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.1.1.2.3,Diverse,Algae,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.1.1.2.4,Diverse,Algae,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.1.1.2.5,Diverse,Algae,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.2.1.2.1,Diverse,Manioc,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.2.1.2.2,Diverse,Manioc,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.2.1.2.3,Diverse,Manioc,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.2.1.2.4,Diverse,Manioc,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.2.1.2.5,Diverse,Manioc,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.3.1.2.1,Diverse,Grass-/clover-/alfalfa meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.3.1.2.2,Diverse,Grass-/clover-/alfalfa meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.3.1.2.3,Diverse,Grass-/clover-/alfalfa meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.3.1.2.4,Diverse,Grass-/clover-/alfalfa meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.3.1.2.5,Diverse,Grass-/clover-/alfalfa meal,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.4.1.2.1,Diverse,Dried beet pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.4.1.2.2,Diverse,Dried beet pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.4.1.2.3,Diverse,Dried beet pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.4.1.2.4,Diverse,Dried beet pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.4.1.2.5,Diverse,Dried beet pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.5.1.2.1,Diverse,Citrus pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2016,0,0,,,
6.5.1.2.2,Diverse,Citrus pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2015,0,0,,,
6.5.1.2.3,Diverse,Citrus pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2014,0,0,,,
6.5.1.2.4,Diverse,Citrus pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2013,0,0,,,
6.5.1.2.5,Diverse,Citrus pulp,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0,2017,0,0,,,
6.6.1.2.1,Diverse,Sugar cane molasses,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1,2016,0.95,2.9,,,
6.6.1.2.2,Diverse,Sugar cane molasses,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,1.5,2015,0.95,2.9,,,
6.6.1.2.3,Diverse,Sugar cane molasses,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,2.1,2014,0.95,2.9,,,
6.6.1.2.4,Diverse,Sugar cane molasses,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,2.9,2013,0.95,2.9,,,
6.6.1.2.5,Diverse,Sugar cane molasses,Pigs,Meat pig,Vleesvarken 75-115kg,100,3,0.95,2017,0.95,2.9,,,
